Prediction_g
0.2811539
0.21688077
0.6526035
0.23792335
0.120534584
0.11975594
0.24354294
0.11475472
0.08397518
0.64277816
0.33641738
0.23671958
0.19120485
0.37237242
0.68081486
0.55746007
0.61490536
0.5518912
0.6035577
0.27980125
0.6648611
0.45431903
0.38551104
0.30145526
0.18904796
0.5559497
0.24363181
0.6761267
0.3307412
0.35841465
0.49541578
0.52750146
0.3143051
0.10586573
0.50423884
0.24372706
0.25694633
0.19004986
0.29248095
0.60292006
0.48987886
0.12975217
0.3347912
0.6616156
0.25508073
0.41691437
0.1548695
0.4163082
0.1894789
0.27690044
0.6620203
0.34317255
0.48493823
0.81712973
0.3986848
0.41339678
0.6020849
0.39995816
0.45482138
0.49175504
0.30852655
0.6592947
0.3256505
0.5038732
0.5570973
0.3328442
0.5398451
0.43546566
0.3695974
0.49829736
0.26068935
0.37141347
0.17714003
0.23405954
0.41766736
0.5253923
0.11930518
0.5708128
0.36889526
0.3327028
0.45814273
0.3462462
0.27109134
0.2366232
0.47430375
0.24098498
0.15273309
0.6536901
0.37916178
0.56060266
0.17077628
0.46375373
0.57285357
0.5611434
0.27310526
0.24078044
0.2528262
0.41366133
0.37524128
0.6459981
0.39606807
0.46429685
0.32618096
0.11013596
0.24174133
0.17128998
0.66806173
0.56030583
0.4328679
0.4614716
0.6379508
0.51459527
0.40303078
0.3617771
0.57935655
0.42677352
0.7712215
0.22572884
0.52936184
0.49571213
0.42687085
0.1933982
0.26954922
0.57834363
0.55725324
0.5219506
0.20198816
0.26310322
0.38687268
0.11731714
0.58633745
0.5701003
0.34941944
0.43887773
0.56833315
0.19945338
0.4681308
0.29761302
0.44199857
0.25493184
0.17012882
0.63003814
0.27961913
0.6843145
0.14318013
0.3192188
0.36415306
0.28817534
0.2362186
0.3911857
0.16961884
0.18111232
0.21006101
0.7177129
0.512123
0.16335107
0.53066134
0.6823361
0.3284936
0.34463242
0.14925191
0.20999363
0.23333585
0.2993751
0.3998676
0.3067292
0.4850885
0.1672666
0.38695043
0.118025765
0.39788267
0.6982167
0.16076231
0.29578906
0.54969716
0.35432622
0.2633303
0.44293836
0.7913306
0.22397304
0.6152414
0.29309407
0.20410302
0.5450587
0.1645364
0.58379304
0.17939296
0.22889116
0.4698989
0.28034437
0.496334
0.387308
0.49271366
0.20747647
0.19153252
0.42284718
0.25320202
0.8759798
0.5148864
0.6101091
0.43610802
0.44085965
0.5557822
0.4010564
0.33387926
0.2165213
0.36172032
0.2642079
0.64685583
0.37364015
0.6765177
0.47402778
0.25192097
0.4656926
0.111409485
0.25614148
0.1437625
0.47933313
0.2632381
0.45192435
0.668458
0.6649802
0.21897396
0.42032644
0.5528774
0.30787307
0.8381375
0.69882894
0.43581912
0.32335588
0.5433291
0.4310136
0.1949149
0.39549974
0.29030606
0.24527314
0.61412513
0.5539439
0.5743545
0.40512812
0.31141543
0.18182516
0.47011164
0.6579603
0.30020037
0.2299904
0.5727323
0.22667632
0.3175424
0.41182148
0.5420716
0.5280434
0.31256378
0.5624311
0.2802625
0.35105643
0.5702177
0.6795304
0.50531065
0.28072995
0.60542524
0.23484185
0.49939778
0.20503983
0.3416725
0.1693953
0.2602553
0.41575307
0.34054548
0.5677589
0.48101512
0.3144809
0.39483893
0.6158091
0.350215
0.2294567
0.46858534
0.27578446
0.37569717
0.42493102
0.29156968
0.30677328
0.13295057
0.4297004
0.09861408
0.36296156
0.5310763
0.20719102
0.15188502
0.22360826
0.42947873
0.46919224
0.35706842
0.43712518
0.44356307
0.3525507
0.29264525
0.52540636
0.17326844
0.5565938
0.34990168
0.799567
0.5663432
0.56430316
0.3738657
0.14248045
0.17844316
0.3563852
0.27619258
0.6558192
0.20541564
0.4341344
0.587353
0.34556153
0.48559478
0.37976348
0.22812387
0.2504518
0.19026434
0.56555724
0.1778054
0.5055989
0.38703424
0.66709673
0.4942784
0.4241751
0.49714598
0.43123254
0.5404453
0.15089299
0.7689396
0.5725032
0.3247523
0.5551175
0.5820445
0.18849707
0.5134405
0.1631284
0.40131974
0.31565362
0.49366006
0.42840526
0.60079324
0.2457555
0.44250926
0.35657778
0.44447383
0.61830425
0.24559066
0.45452812
0.4254901
0.32122838
0.1940592
0.573563
0.47559693
0.16689238
0.4563131
0.29800373
0.1887567
0.3060874
0.45652786
0.56710815
0.3844093
0.23010221
0.20680499
0.62003434
0.34056088
0.36468372
0.44304857
0.25365797
0.55149496
0.26240423
0.6032301
0.4940512
0.2616112
0.47509882
0.40747112
0.41195378
0.4786339
0.2557243
0.46931043
0.53333473
0.16201515
0.32428366
0.17888278
0.40160733
0.6442182
0.6745441
0.272528
0.40978158
0.25211585
0.11390796
0.49120113
0.5499753
0.5747199
0.5030006
0.24682832
0.7391207
0.32524434
0.3002242
0.53578913
0.60855854
0.25868192
0.44736746
0.53857934
0.30013475
0.15986657
0.26380253
0.5952467
0.21537733
0.5256345
0.35107055
0.23234183
0.18764672
0.40357286
0.40478462
0.6251097
0.2463983
0.6871078
0.39555752
0.29477343
0.43825385
0.50786364
0.42373094
0.3077329
0.50903785
0.41394922
0.2967426
0.5510043
0.519652
0.30819064
0.45955893
0.24677616
0.5039929
0.31891927
0.5214194
0.0950862
0.17404455
0.41414836
0.49067667
0.36876443
0.3877825
0.38036045
0.41918513
0.1843566
0.44603315
0.32575843
0.3159677
0.46755114
0.15929995
0.47524682
0.34682754
0.5227697
0.12910397
0.6349772
0.2544204
0.5218482
0.41172487
0.7384397
0.1827842
0.19428855
0.6999078
0.5913006
0.34086972
0.46621957
0.47098652
0.37724873
0.3285382
0.14294566
0.18482083
0.5124221
0.42143652
0.8833518
0.35689473
0.20020011
0.45276675
0.5541407
0.4294673
0.68515086
0.25045812
0.5442467
0.62306464
0.6154418
0.19970453
0.5233853
0.3748912
0.2916052
0.5693904
0.20369524
0.37111297
0.21682006
0.35221
0.34237102
0.45678344
0.53857183
0.5017437
0.6405641
0.6214969
0.5093155
0.24857545
0.41840848
0.40259814
0.16899925
0.2927367
0.41604856
0.61557376
0.7898623
0.15137748
0.5431311
0.45593646
0.51041734
0.34486544
0.082310274
0.29280078
0.50670516
0.27660304
0.43664458
0.21998984
0.43488958
0.33664325
0.6050105
0.57923305
0.47443238
0.34827033
0.10382822
0.59788704
0.7380098
0.24062645
0.33229494
0.6057178
0.2949326
0.52493525
0.4845381
0.34855953
0.5107237
0.5844321
0.33951822
0.54978013
0.52654696
0.16625777
0.7692331
0.5070751
0.7651253
0.5536572
0.48441413
0.33677307
0.51047564
0.5223838
0.516153
0.15979679
0.2644215
0.38915431
0.420028
0.34211317
0.6762265
0.5772656
0.35000664
0.5646832
0.5785713
0.16718966
0.50179017
0.47249928
0.20206946
0.28354415
0.41432732
0.5005406
0.7452663
0.3333808
0.6607609
0.30707726
0.7265204
0.83120203
0.15954004
0.39557025
0.45779565
0.41906247
0.42266628
0.2671356
0.59039354
0.32849002
0.54620874
0.4760011
0.49329677
0.4113111
0.5618806
0.28657582
0.25205147
0.2649687
0.5494317
0.31921956
0.77840614
0.2747891
0.25403664
0.28763717
0.358304
0.53601086
0.23256838
0.41926685
0.29389143
0.18870413
0.56721115
0.28671038
0.604589
0.20956618
0.5101652
0.40016592
0.40539092
0.37711617
0.5588273
0.4946824
0.3246208
0.26590443
0.31131995
0.18440196
0.3127673
0.4670867
0.43881872
0.34967056
0.19340745
0.2288431
0.3288171
0.5194466
0.37918392
0.44044533
0.48799983
0.6794336
0.47373542
0.36898956
0.16054346
0.4291555
0.118606955
0.34450927
0.86302805
0.56865704
0.274587
0.16849965
0.40994257
0.37607837
0.511027
0.34817445
0.092137635
0.10291432
0.29337937
0.418408
0.10420337
0.38380167
0.37107363
0.4599242
0.5005506
0.5474452
0.14229308
0.23729825
0.22205016
0.29952443
0.323757
0.5166081
0.23864338
0.10022436
0.23849458
0.5441363
0.35967696
0.53244877
0.3881758
0.58525085
0.31969008
0.17756137
0.6372286
0.507221
0.16661754
0.47610095
0.5165312
0.46475795
0.40080985
0.28594247
0.10613531
0.26971132
0.35040253
0.7414011
0.6501243
0.13626865
0.36877313
0.42126784
0.70719326
0.39366016
0.67482734
0.363929
0.3455404
0.63131475
0.4764836
0.33300102
0.2928836
0.20425448
0.34702843
0.46110067
0.43050852
0.27111635
0.48155227
0.57229555
0.52652955
0.14223164
0.24783102
0.34977928
0.4603484
0.6238606
0.6161065
0.37699017
0.598259
0.44465515
0.18548647
0.5587039
