"","res1_squared"
"1",0.667989379650448
"2",0.235891498138052
"3",0.327103023089276
"4",0.224766791766131
"5",0.460071413541795
"6",0.481612148595362
"7",0.589281386296374
"8",0.376394967217345
"9",0.441945774619036
"10",0.656700228357054
"11",0.455522970486797
"12",0.409189686835209
"13",0.261502216941157
"14",0.514372044637783
"15",0.337374836230545
"16",0.528622783097558
"17",1.05287965799319
"18",0.552627359433723
"19",0.740075233129588
"20",0.652274940817703
"21",0.826844674364688
"22",0.662232351251115
"23",0.184096804167809
"24",0.223326992108022
"25",0.300193053540144
"26",0.552734380840808
"27",0.629533555157555
"28",0.714283625850216
"29",0.620364324896467
"30",0.559085993771859
"31",0.206348699144003
"32",0.616488332601319
"33",0.313293106287762
"34",0.355647997306829
"35",0.640043872700435
"36",0.628566635516647
"37",0.558113782854989
"38",0.471160123155645
"39",0.436860416046638
"40",0.337797927348734
"41",0.650499265657996
"42",0.439469311497199
"43",0.79176934716988
"44",0.329843330612592
"45",0.23673088040961
"46",0.814271948491689
"47",0.42069987129849
"48",0.440106519536516
"49",0.482806093561429
"50",0.285555948045822
"51",0.75716199376119
"52",0.521405681549765
"53",0.696619843362637
"54",0.732704093970122
"55",0.604966000438522
"56",0.436497286310138
"57",0.984391718345931
"58",0.36365616919054
"59",0.548343981556302
"60",0.634052892012272
"61",0.280343075927476
"62",0.979734801532429
"63",0.753601196327275
"64",0.46591536273703
"65",0.627247440205448
"66",0.270861017340553
"67",0.592267473604434
"68",0.528263127581775
"69",0.576695107826764
"70",0.703319260207725
"71",0.266110250010158
"72",0.242263418911235
"73",0.54073993414879
"74",0.474088731773248
"75",0.503719581851286
"76",0.316025724910261
"77",0.351109788817619
"78",0.663812921914642
"79",0.374649706414713
"80",0.705936333565127
"81",0.290115653078393
"82",0.394791901112609
"83",0.231502835420309
"84",0.292164974465174
"85",0.475343226550521
"86",0.201617128435074
"87",0.412818509851021
"88",0.807486985891236
"89",0.633782261927805
"90",0.283552331795801
"91",0.309519547409793
"92",0.43340132018562
"93",0.339154066375963
"94",0.729511695078259
"95",0.535645400318456
"96",0.585728760886744
"97",0.240793295673864
"98",0.929823961869276
"99",0.450775867172346
"100",1.02109629723327
"101",0.777669485543665
"102",0.769047812334795
"103",0.604761405137471
"104",0.364595847801711
"105",0.369664883713511
"106",0.394643193280325
"107",0.334263946681396
"108",0.68187303737948
"109",0.948322249491537
"110",0.253298857720112
"111",0.377287505462251
"112",0.646853638062408
"113",0.853825078356486
"114",0.223095009637693
"115",0.716122634747663
"116",0.640298436445795
"117",0.787297872605965
"118",0.194374207743273
"119",0.225144724013494
"120",0.957562894555007
"121",0.399289131323015
"122",0.547624716437825
"123",0.260806070026666
"124",0.706873645959185
"125",0.296073773406223
"126",0.771007223223667
"127",0.32789392101435
"128",0.564125475174453
"129",0.495016759324771
"130",0.387578259319504
"131",0.720856860370234
"132",0.34126080647839
"133",0.726570877888711
"134",0.895221853746486
"135",0.96082998953022
"136",0.439873904766822
"137",0.449676690684313
"138",0.311400788038775
"139",0.408497666466595
"140",0.245168214946651
"141",0.255376166973139
"142",0.656112108526279
"143",0.394118498447047
"144",0.384174615113739
"145",0.283391568028086
"146",0.629935383690079
"147",0.499332939159126
"148",0.586184259931485
"149",0.23111103182903
"150",0.461665143047389
"151",0.382223041264745
"152",0.523389511391782
"153",0.404415405203867
"154",0.41642890445302
"155",0.466944574423186
"156",0.371519730024323
"157",0.494521175087569
"158",1.09950508103914
"159",0.154436892758779
"160",0.536965596710134
"161",0.327851296223027
"162",0.381041780625799
"163",0.600065829088403
"164",0.246633177380772
"165",0.383373095372867
"166",0.512114776536873
"167",0.96171381097832
"168",0.441673117073037
"169",0.460336090938501
"170",0.462759292261394
"171",0.542176519007104
"172",0.441637921231876
"173",0.36465473288914
"174",0.384000942863853
"175",0.612729452591555
"176",0.57555612558144
"177",0.322602815473529
"178",0.53946581466009
"179",0.692946160753814
"180",0.579689855335511
"181",0.764340244415576
"182",0.63727374916743
"183",0.530834919077397
"184",0.551807139140802
"185",0.526240277458706
"186",0.379022953128722
"187",0.457076620469897
"188",0.500540493185984
"189",0.262878839628587
"190",0.551227030641774
"191",0.693547956950659
"192",0.716674394452065
"193",0.207713923528956
"194",0.476312055410548
"195",0.368255154132389
"196",0.394862590111449
"197",0.553053310495248
"198",0.750338670101372
"199",0.637435365558602
"200",0.619305950935565
"201",0.172107212187947
"202",0.735432269864983
"203",0.726317528721966
"204",0.547611548889131
"205",0.675968038483433
"206",0.24197511508795
"207",0.782333871942746
"208",0.450834720874755
"209",0.369824505111372
"210",0.370348341994968
"211",0.404489454967722
"212",0.438927911885981
"213",0.318702674585061
"214",0.611881652088033
"215",0.46229642336571
"216",0.47593987097446
"217",0.346220773190532
"218",0.868045426362633
"219",0.548283318212416
"220",0.550680176318215
"221",0.415489893713861
"222",0.347344356255107
"223",0.332636689830443
"224",0.1744533797284
"225",0.662585976073538
"226",0.417474458172571
"227",0.771142035375177
"228",0.63226991549664
"229",0.583586819759058
"230",0.759955292602955
"231",0.940051304460703
"232",0.6053675330056
"233",0.266816070237668
"234",0.38013300151758
"235",0.577965695862788
"236",0.376725898801643
"237",0.72404417662894
"238",0.67346197194054
"239",0.378767488891636
"240",0.820063629788259
"241",0.698916495000706
"242",0.389652618841143
"243",0.854871276725088
"244",0.396476819235552
"245",0.459221652479413
"246",0.581212839244065
"247",1.00442167844663
"248",0.361619640843548
"249",0.770835350262063
"250",0.264662723272666
"251",0.739152432550659
"252",0.534879666454383
"253",0.514131334856761
"254",0.636320867106832
"255",0.653651167690362
"256",0.267196924203993
"257",0.261268841768263
"258",1.07204229944899
"259",0.614484285639123
"260",0.256344782263782
"261",0.749904134798456
"262",0.612329923363033
"263",0.603717884904314
"264",0.525126409656912
"265",0.456260641245547
"266",0.419570881093416
"267",0.500487487843121
"268",0.656641599669343
"269",0.623963100782962
"270",0.316415223098594
"271",0.926731223411261
"272",0.320164197323879
"273",0.211355434059739
"274",0.370762458948554
"275",0.134259874821725
"276",0.489491054198968
"277",0.951207006049649
"278",0.252543346236758
"279",0.761347317830133
"280",0.532744157858407
"281",0.298778076151677
"282",0.482185259650495
"283",0.50164770812129
"284",0.502115197518922
"285",0.468336417929919
"286",0.674709943289135
"287",0.680676105910953
"288",0.317613138643865
"289",0.468355149694403
"290",0.580869086209088
"291",0.61899156000143
"292",0.281680941531459
"293",0.74027194746036
"294",0.176027202740108
"295",0.504372388137138
"296",0.264231787973312
"297",0.518069983836298
"298",0.348578216285156
"299",0.506667630841829
"300",0.438833452996818
"301",0.648117192884637
"302",0.673907530642875
"303",0.695351960952244
"304",0.634131397293175
"305",0.223034677968894
"306",0.440188247529493
"307",0.239901128961391
"308",0.360980974365604
"309",0.444743452813398
"310",0.659612050468679
"311",0.504976127819544
"312",0.632844948692334
"313",0.67237171215187
"314",0.212606524825284
"315",0.326146345285949
"316",0.739424829664316
"317",0.487981986031067
"318",0.27346653560898
"319",0.445092794886246
"320",0.636484025817639
"321",0.411071857810039
"322",0.626936977433789
"323",0.546771692406113
"324",0.409175800411835
"325",0.463400058387782
"326",0.277895767878679
"327",0.515006802467026
"328",0.525993394707949
"329",0.305638834245173
"330",0.305456993785149
"331",0.455485406195556
"332",0.733969820492096
"333",0.688228233386223
"334",0.980662070053675
"335",0.7338989555046
"336",0.566736579110637
"337",0.392430659902953
"338",0.302390603583775
"339",0.547875808998285
"340",0.757400078159666
"341",0.61134725334052
"342",0.441952009076939
"343",0.876339699004266
"344",0.573818496554005
"345",0.564800965468022
"346",0.78872857166739
"347",0.420966626920703
"348",0.74843412105287
"349",0.601626217263033
"350",0.553147798439095
"351",0.504586239877695
"352",0.156553479233028
"353",0.43640068732491
"354",0.653881519765824
"355",0.978747993763082
"356",0.344162703536352
"357",0.84614554444958
"358",0.287166804959551
"359",0.237301336604628
"360",0.632725706503457
"361",0.549131627021329
"362",0.886051795175704
"363",0.447115267276738
"364",0.556734565552873
"365",0.478425882926337
"366",0.7817904851274
"367",0.598418667584579
"368",0.517154129069299
"369",0.892979968439633
"370",0.592725626394978
"371",0.677692521035449
"372",0.479894913968782
"373",0.308444770786798
"374",0.60688921100872
"375",0.622882983740003
"376",0.584127647736321
"377",0.866306565010037
"378",0.21347628522351
"379",0.559441902659444
"380",0.267727718118296
"381",0.536150020193616
"382",1.02876482365219
"383",0.260342607049649
"384",0.260104700857821
"385",0.260002790559844
"386",0.340070883062018
"387",0.312256990630212
"388",0.807090884081953
"389",0.584669139687903
"390",0.451315413641113
"391",0.220508238137275
"392",0.333557504754277
"393",0.585445965287342
"394",0.687103491138514
"395",0.632808364036991
"396",0.463218700181904
"397",0.325813185056301
"398",0.688296881899944
"399",0.708510954152042
"400",0.580543545762764
"401",0.496940090425792
"402",0.68198205983853
"403",0.26469523935166
"404",0.424437931329476
"405",0.546816077780284
"406",0.627947683423991
"407",0.537221102128666
"408",0.200355571897559
"409",0.701974686823015
"410",0.55944402327975
"411",0.645438198493721
"412",0.184378084686475
"413",0.514753933000159
"414",0.340539320074926
"415",0.390343379777681
"416",0.435123573317098
"417",0.877986691882662
"418",0.634937415490657
"419",1.17767741087974
"420",0.246961568847344
"421",0.678118996563184
"422",0.403049654576318
"423",0.894852020855803
"424",0.392296820934046
"425",0.202025460320491
"426",0.467667634309163
"427",0.391578448645388
"428",0.212223997371354
"429",0.723940725554692
"430",0.684534348729458
"431",0.645063684006514
"432",0.188589372183714
"433",0.215521838591061
"434",0.642742047488752
"435",0.362017652383898
"436",0.424864541992023
"437",0.441620662743949
"438",0.432011702381589
"439",0.339171824011482
"440",0.689142168096405
"441",0.531329439627789
"442",0.412407545230801
"443",0.890461320678437
"444",0.499491354529627
"445",0.319627164295768
"446",0.536236182908274
"447",0.511875688076983
"448",0.420128262322
"449",0.222835512596089
"450",0.292420357265432
"451",0.43418571160983
"452",0.517940570334212
"453",1.02340122441288
"454",0.347298097490586
"455",0.312520086667214
"456",0.193513673412989
"457",0.595704650673271
"458",0.411137353928803
"459",0.694277547053956
"460",0.359675368998085
"461",0.385844286906451
"462",0.362014048704295
"463",0.88209340681694
"464",0.397085527672556
"465",0.492708915557098
"466",0.759661263938015
"467",0.306364782621354
